db,type,length
Ensembl,chr,2.393813
Ensembl,chr,2.380789
Ensembl,chr,1.920298
Ensembl,chr,2.379951
Ensembl,chr,2.380142
Ensembl,chr,1.127861
Ensembl,chr,1.105669
Ensembl,chr,1.170268
Ensembl,chr,1.059694
Ensembl,chr,1.139054
Ensembl,chr,1.292648
Ensembl,chr,1.139805
Ensembl,chr,5.880977
Ensembl,chr,0.875176
Ensembl,chr,1.40423
Ensembl,chr,1.093025
Ensembl,chr,1.185937
Ensembl,chr,5.876779
Ensembl,chr,1.06881
Ensembl,chr,8.260042
Ensembl,chr,5.718102
Ensembl,chr,2.610348
Ensembl,chr,2.198553
Ensembl,chr,5.324125
Ensembl,chr,0.081078
Ensembl,chr,0.729885
Ensembl,chr,0.721913
Ensembl,chr,0.759125
Ensembl,chr,0.66219
Ensembl,chr,0.71514
Ensembl,chr,0.76977
Ensembl,chr,0.748924
Ensembl,chr,0.724451
Ensembl,chr,0.707558
Ensembl,chr,0.721779
Ensembl,chr,0.719723
Ensembl,chr,0.714463
Ensembl,chr,0.908882
Ensembl,chr,0.690181
Ensembl,chr,0.727486
Ensembl,chr,0.790181
Ensembl,chr,0.706829
Ensembl,chr,0.75674
Ensembl,chr,0.717527
Ensembl,chr,0.730758
Ensembl,chr,0.766687
Ensembl,chr,0.710264
Ensembl,chr,0.741308
Ensembl,chr,0.731691
Ensembl,chr,0.718007
Ensembl,chr,0.734196
Ensembl,chr,0.734045
Ensembl,chr,0.72223
Ensembl,chr,0.766891
Ensembl,chr,0.734057
Ensembl,chr,0.724406
Ensembl,chr,0.715253
Ensembl,chr,0.758613
Ensembl,chr,0.712996
Ensembl,chr,0.732159
Ensembl,chr,0.738648
Ensembl,chr,0.759
Ensembl,chr,0.735253
Ensembl,chr,0.725727
Ensembl,chr,0.734669
Ensembl,chr,0.757734
Ensembl,chr,0.738423
Ensembl,chr,0.75209
Ensembl,chr,0.733168
Ensembl,chr,0.716477
Ensembl,chr,0.732792
Ensembl,chr,0.721309
Ensembl,chr,0.709764
Ensembl,chr,0.736094
Ensembl,chr,0.75912
Ensembl,chr,0.744749
Ensembl,chr,0.728302
Ensembl,chr,0.797917
Ensembl,chr,0.732413
Ensembl,chr,0.734953
Ensembl,chr,0.757688
Ensembl,chr,0.702844
Ensembl,chr,0.715793
Ensembl,chr,0.713719
Ensembl,chr,0.753172
Ensembl,chr,0.741972
Ensembl,chr,0.78754
Ensembl,chr,0.711991
Ensembl,chr,0.743341
Ensembl,chr,0.725791
Ensembl,chr,0.754812
Ensembl,chr,0.744361
Ensembl,chr,0.799441
Ensembl,chr,0.715289
Ensembl,chr,0.739877
Ensembl,chr,0.720648
Ensembl,chr,0.744233
Ensembl,chr,0.738097
Ensembl,chr,0.763057
Ensembl,chr,0.747084
Ensembl,chr,0.753859
Ensembl,chr,0.705842
Ensembl,chr,0.722461
Ensembl,chr,0.788956
Ensembl,chr,0.792878
Ensembl,chr,0.72097
Ensembl,chr,0.716596
Ensembl,chr,0.723236
Ensembl,chr,0.709518
Ensembl,chr,0.744075
Ensembl,chr,0.717382
Ensembl,chr,0.73535
Ensembl,chr,0.76022
Ensembl,chr,0.762998
Ensembl,chr,0.781279
Ensembl,chr,0.737165
Ensembl,chr,0.72113
Ensembl,chr,0.716466
Ensembl,chr,0.726811
Ensembl,chr,0.715863
Ensembl,chr,0.770349
Ensembl,chr,0.744568
Ensembl,chr,0.782846
Ensembl,chr,0.713825
Ensembl,chr,0.752797
Ensembl,chr,0.77881
Ensembl,chr,0.766756
Ensembl,chr,0.783673
Ensembl,chr,0.711849
Ensembl,chr,0.731059
Ensembl,chr,0.765838
Ensembl,chr,0.739211
Ensembl,chr,0.744429
Ensembl,chr,0.666208
Ensembl,chr,1.055866
Ensembl,chr,1.837854
Ensembl,chr,2.560363
Ensembl,chr,2.381998
Ensembl,chr,0.806638
Ensembl,chr,4.050974
Ensembl,chr,1.378159
Ensembl,chr,0.768866
Ensembl,chr,5.029284
Ensembl,chr,5.649578
Ensembl,chr,1.065811
Ensembl,chr,0.861694
Ensembl,chr,0.868317
Ensembl,chr,2.985574
Ensembl,chr,4.166943
Ensembl,chr,3.473622
Ensembl,chr,1.323511
Ensembl,chr,1.147271
Ensembl,chr,1.901507
Ensembl,chr,1.903807
Ensembl,chr,1.853725
Ensembl,chr,1.860372
Ensembl,chr,2.235861
Ensembl,chr,6.793766
Ensembl,chr,3.713571
Ensembl,chr,9.644725
Ensembl,chr,1.890512
Ensembl,chr,0.810449
Ensembl,chr,2.795769
JGI1K,chr,1.105348
JGI1K,chr,3.513295
JGI1K,chr,1.677722
JGI1K,chr,3.45272
JGI1K,chr,2.153703
JGI1K,chr,4.825713
JGI1K,chr,4.25869
JGI1K,chr,2.809723
JGI1K,chr,1.308966
JGI1K,chr,1.307664
JGI1K,chr,0.210929
JGI1K,chr,0.170245
JGI1K,chr,0.182632
JGI1K,chr,0.152614
JGI1K,chr,3.646306
JGI1K,chr,1.907742
JGI1K,chr,0.670481
JGI1K,chr,0.001447
JGI1K,chr,3.708943
JGI1K,chr,1.638993
JGI1K,chr,1.896711
JGI1K,chr,4.480743
JGI1K,chr,0.709081
JGI1K,chr,4.274419
JGI1K,chr,0.778999
JGI1K,chr,5.045774
JGI1K,chr,5.668101
JGI1K,chr,0.866285
FungiDB,chr,3.734773
FungiDB,chr,3.874007
FungiDB,chr,1.812829
FungiDB,chr,4.809942
FungiDB,chr,2.396018
FungiDB,chr,1.52456
FungiDB,chr,1.815101
FungiDB,chr,1.285049
FungiDB,chr,0.96335
FungiDB,chr,1.374857
FungiDB,chr,1.371861
FungiDB,chr,1.328146
FungiDB,chr,1.371754
FungiDB,chr,3.654865
FungiDB,chr,9.644725
FungiDB,chr,3.925178
FungiDB,chr,3.799033
FungiDB,chr,5.880977
FungiDB,chr,5.876779
FungiDB,chr,0.767032
FungiDB,chr,4.26045
FungiDB,chr,0.810449
FungiDB,chr,0.868317
FungiDB,chr,2.795769
FungiDB,chr,3.473622
FungiDB,chr,1.921319
