TAXID
4829
245562
766039
857340
597362
578462
5599
946122
1866961
1240240
1288291
1277687
756982
554155
1081109
5454
1344418
392613
284811
690307
109264
767769
454130
602072
344612
573508
1392242
332952
451804
330879
1476192
1437362
1160497
293939
1069201
1137211
227321
227321
5061
380704
5061
1509407
138278
1197718
1160506
510516
5062
1403190
308745
1388766
1036612
341663
767770
91492
40382
1036611
1073089
1043003
1043004
5580
1043002
1043005
984486
684364
403673
1357716
717646
655819
176275
1245745
665024
701091
930090
665912
930091
930089
653446
447095
559297
559298
1658174
546991
1268274
930990
332648
1290391
999810
1124627
1356009
1353952
1330018
1094981
1094987
1165368
1094988
1094982
1094991
1094985
1094992
1094993
1094996
1094990
1094986
1094994
1094995
1094997
1094998
1094999
1095000
1094989
1094984
1094983
237561
237561
237561
294748
983967
498019
573826
5478
5478
5478
5478
5478
5478
5478
45354
45354
1245528
1136231
5480
984487
590646
294747
1182541
1182542
401625
88771
306901
759272
101091
1442370
86049
1279043
569365
1182543
1182544
1111077
306902
396776
404692
454286
246410
222929
454284
443226
708187
1445577
1237896
1213859
645133
80884
759273
1573173
1573173
1460502
1213857
1209926
1209931
703756
1173701
708197
796925
1408157
741705
1168221
240176
1081107
1105325
1081108
983644
1295533
1296118
1295531
1295532
1296109
1296111
1296102
1296103
1296108
1296112
1334442
1296104
1296107
1296101
1296106
1296117
294750
1296110
1296105
367775
214684
235443
283643
879819
36022
4903
983966
1314674
1220924
1858805
1284197
1314783
58627
284592
1214573
158607
732165
236234
420778
420778
675120
98403
1043628
1003232
1447872
1247875
1246674
1658172
1355160
284813
907965
876142
1178016
1263415
481877
646526
1081671
931890
1034331
45286
52586
150374
1287681
1314781
1182545
858893
212818
215243
1016849
91928
348802
599839
436010
1128425
694068
743788
1367422
254056
979981
1442371
856822
1442368
1318462
5127
5127
5127
5127
5518
5518
179993
192010
426428
660027
909455
1089457
1229664
1229665
1089451
1080343
1089452
1080344
1089448
1089458
1089449
36050
1227346
948311
1028729
660122
334819
644352
685588
914234
1173061
1104152
1116229
670483
1344416
5627
655863
944289
56406
211096
56408
29833
1246595
766949
686832
1081669
1081669
747525
1043627
447093
544712
544711
339724
994086
945553
984485
39966
1081104
933084
1365824
1071382
1071383
28985
1003335
4911
644223
4922
460519
981350
644223
1382522
1296100
1296121
1296120
1296119
1331196
1296122
1296123
1296096
1095629
486041
1266660
4955
1245769
1266667
1230905
1266666
433476
559295
1314785
5353
985895
1714833
1263082
688394
675824
379508
1126212
100816
242507
644358
77020
1230383
1230383
1072389
747676
655827
1081103
655844
1276135
1291519
1291518
5530
1276141
1276136
1276143
1081105
568076
869754
294746
683840
196109
559304
1485682
764103
764103
84753
1391700
554373
221103
1381753
1314771
1069443
91626
1220926
747725
321146
857566
535722
1064592
1071378
1805483
881290
935791
944018
1138374
1805481
1287680
1198029
1314782
78410
331117
5141
367110
510951
510952
1037528
578461
40302
578460
871575
460523
913774
911162
268505
1262450
1354746
669874
121759
121759
482561
502780
502779
1460663
35722
664439
930991
1073090
416450
1835702
104259
104259
1429867
5076
36646
69771
1170230
1170229
27334
27334
27334
254877
48697
5078
40296
60175
229535
933388
60169
1365484
500485
60172
303698
1316194
29845
1314672
1229662
1286976
158046
321614
650164
149040
576137
5601
1664694
98765
745531
763407
4909
4909
763406
4926
765440
765257
870435
1137138
944288
1408658
1408657
1069680
1380566
515849
561896
383855
113226
658429
655981
1622148
1622149
1524831
1622150
1420912
1437433
1420901
1391699
1420902
1420906
1420907
1420908
1420909
1420910
1420911
1420913
1420914
1420915
1622147
342668
146866
1305764
418459
1040990
27349
1165861
875184
630390
741275
33203
33203
765867
861557
426418
1076935
1507870
1408163
1442369
1423351
983506
1108050
456999
1086054
1287689
747089
1432141
180088
1314800
246409
58291
86635
578459
1305733
1001064
5286
1130832
914238
914237
38038
988480
1160507
764097
889517
643680
764102
764101
4932
4932
4932
721032
764098
1177187
1182968
1182966
1182967
559292
285006
764099
764100
1095631
1296266
1292971
1293430
1294333
1294334
1294335
1294336
1294337
1294338
1294339
1294340
1294341
1294342
1294343
1294344
1294345
1294346
1294347
1294348
1294349
1294350
1294351
1294352
1294353
1294354
1294355
1294356
1294357
1294358
1294359
1294360
1294361
1294362
1294363
1294364
1294365
1294366
1294367
1294368
1294369
1294370
1294371
1294372
1294373
1294374
1294375
1294376
1294377
1294378
1294379
1294380
1294381
1294382
1294383
1294384
1294385
1294386
1294387
1294388
1294303
1294304
1294305
1294306
1294307
1294308
1294309
947042
468558
947044
1294310
502869
1294311
1294312
1294313
1294314
1294315
1294316
1294317
1294318
1294319
1294320
1294321
1294322
307796
1294323
1294324
1294325
1294326
1294327
1294328
1294329
1294330
1294331
1294332
1080349
226230
252598
252598
566037
698492
698492
563466
322104
578458
27342
653667
402676
483514
284812
1036808
1432307
665079
665079
1109443
933852
936435
578457
671987
1314777
1314776
771870
619300
990650
692275
645134
5005
999809
49012
1398154
1081102
1397361
1391915
1358809
1283842
1280524
1280523
1283841
765868
183478
721885
796027
930992
1472165
28573
441960
1077442
441959
1306850
1071380
1071381
573729
578455
72032
13290
13291
43049
1037660
117179
1163406
1531966
767744
4950
72359
5643
154538
717944
578456
452589
398673
1491466
5544
431241
1344414
413071
663331
559882
1215336
1215338
1215328
559305
1215334
1215330
1215329
1215332
5551
1215335
1215339
1215341
1215337
1215331
647933
663202
34388
1186058
1220162
1295528
656061
1051891
136370
336963
1159556
1159556
307758
120017
237631
105487
694573
436907
948595
253628
526221
498257
1202531
100787
100787
993615
1299270
671144
683960
1041607
5421
1328760
284591
4952
1355161
1365886
4956
4956
1047168
336722
