TAXID
1450171
936046
597362
137743
137743
90262
215250
886606
79814
1442179
245562
245562
591952
857340
5046
44565
84607
112102
578462
5599
5599
29001
1187941
946122
703135
1392246
5101
50730
55340
202700
1754192
693288
264122
1405086
1284279
139415
1333626
314023
335852
462254
516989
47426
47427
1314977
64368
1076256
47428
663331
526244
526244
53486
756982
1401090
5191
341454
1016881
5454
1344418
1016881
284811
690307
286159
487661
176161
41753
109264
767769
176172
1191711
602072
454130
1392248
41067
182096
344612
319631
573508
1810909
41066
1340029
1191702
447248
332952
1137211
330879
451804
176168
1160497
51019
319626
301854
1232676
138288
1131488
34381
1033177
319628
41759
2184044
1196635
1883083
380704
1353008
162425
425011
1451139
1509407
1392255
138278
1392256
1250372
510516
41750
41959
1353007
319630
308745
41761
5064
138281
1250373
979771
138282
319627
487660
1392250
1883081
1810926
1036612
482145
341663
478866
767770
91492
1810928
40381
446911
288669
1036611
1810929
657443
1073089
1341132
1073090
1938712
1176130
97359
717982
1043003
1043004
5580
1043005
40419
984486
64653
423460
1230402
684364
717646
655819
147497
97378
1954211
748444
64508
559298
4850
546991
1268274
62688
388810
749465
1328754
34439
2184036
252184
930990
40559
55169
280465
73172
147558
5093
1356009
1485229
1907482
1353952
47187
380014
312312
1330018
237561
36065
983967
767744
984487
590646
1182541
1182542
5601
109876
1555241
1555241
794803
43958
27311
305860
314043
1175230
914234
92897
314031
1522189
1142151
717836
1854472
306901
139949
1379296
54742
180810
90267
1336337
64509
1882861
101103
1442370
585595
1279043
706981
5499
27339
569365
306902
1486700
1437435
1182543
48021
92950
1182544
239101
378275
1231657
29856
54530
930089
5016
701091
701091
246410
977863
930090
665912
380015
930091
4864
763665
417178
90255
27357
5460
343994
1173702
129314
1445577
1209918
645133
759273
145971
681940
1460502
1209926
359342
1209931
703756
1500509
1173701
708197
1216348
1168221
796925
1571157
177197
177197
85977
1450552
741705
1314799
980116
1132390
230819
71717
575509
5346
71723
59586
1149754
45810
983644
1954473
179855
708437
68775
57679
214684
660469
940279
1907526
235443
104414
89929
104416
45142
76405
68777
983966
394432
1220924
467946
252740
1883072
1079267
1858805
1314783
1001832
284592
184978
747657
1504671
147560
1314803
256645
1883078
1214573
101130
732165
114155
114155
114155
1150837
259522
372059
215637
603311
420778
1314786
675120
1392245
239200
1211726
302913
284813
907965
876142
1178016
1263415
481877
281842
97380
1392243
1397323
52586
1388766
1287681
5219
91920
91920
1182545
858893
1493668
212818
215243
1016849
91928
1314671
348802
5610
914049
1329386
57688
1078123
436010
1128425
40442
694068
40483
34475
34475
254056
1442371
856822
1442368
249398
61235
1279085
5518
426428
5507
1028729
48865
169388
334819
644352
109897
685588
1123529
767862
112417
94610
101096
1116229
710243
474922
205761
747089
382532
574774
670483
62708
101105
127520
655863
856835
1447940
1149896
1314804
37245
236213
109634
944289
33161
85971
101107
638633
53685
686832
5364
1907527
101127
747525
1397325
1140402
339724
1142505
245834
91943
138530
82268
378272
994086
139363
72124
937743
354079
984485
1001833
1001938
1001937
945553
100027
1079114
1079257
1079114
5319
933084
1569628
139406
1392251
1071382
668251
61397
101140
284590
4999
1382522
1095629
29883
111141
1837270
71967
1314785
260671
260670
92901
92902
1884255
1513325
40482
5353
690899
40482
153919
1328759
1328758
156609
985895
64659
75374
741139
1485227
106004
1258663
85980
1263082
420593
673940
61395
578093
45816
29829
1496277
86794
86794
86794
86794
86794
64571
379508
151671
1314788
390894
1897082
190466
690887
132173
380016
90686
301207
1400762
1126212
35725
242507
644358
425265
1230383
1072389
1328755
1896173
61414
1395130
100035
1280837
242475
1095630
84746
5261
203908
100047
1155946
2038071
371115
313359
1323573
655827
869754
27322
178747
655844
294746
196109
554155
683840
703497
36921
1682393
683840
34349
1391700
1284197
1954213
554373
1149898
1155947
1174673
310910
310910
1174673
101098
1174678
1069443
29902
36080
376703
288524
1940295
64632
1033008
1745969
380012
1033014
220801
230806
858877
1033242
1314675
230807
1149786
1149848
1873960
1047171
1045383
1033263
230804
230812
1033281
147570
110576
574789
857566
1397326
51660
51657
112072
660122
881290
78410
331117
48691
1314782
1287680
1754190
367110
5141
5141
588809
510953
510952
267680
578460
1052685
110081
871575
913774
1026881
1128401
1496296
1469910
1224258
38032
1262450
1117330
139077
669874
264951
330517
48022
5636
5636
482561
502780
798071
35722
1500003
1460663
1346257
1132860
664439
463315
1392253
416450
69765
5074
1392249
5083
1353254
500485
36646
69771
1170229
1170230
1314791
27334
70095
254877
69773
5078
40296
1397297
1346256
1439352
933388
60169
1392252
60172
303698
1316194
2136024
293382
29845
97972
61495
1286976
60185
231932
158046
1884258
1770614
1508275
5306
989973
1130410
167367
40472
127956
1664694
1709938
149040
747484
98765
745531
109635
109636
181755
1408161
1907483
121624
595635
55181
4837
1882840
322104
763406
644223
1314780
64641
765440
172190
101123
40450
1907219
73868
1754191
1109443
178872
37468
40658
40658
5323
1280572
1137138
5322
100044
944288
181527
42068
269771
269771
269771
1380566
515849
5145
314037
48157
330526
1314778
139420
705562
682080
5640
1330019
175858
670580
104341
109895
27332
56484
1151754
1695903
1305764
470096
658429
1141098
181762
1884261
860303
860303
56615
875184
1165861
1238467
630390
741275
1323837
5643
5643
158605
158605
571087
158606
1076935
45151
285811
765867
861557
64574
1314676
304332
1756112
1271458
1745343
329046
588596
588596
588596
588596
588596
588596
1504668
1340429
58291
58291
176626
1108050
98235
180088
1314800
36057
578459
206335
5288
1907212
1684307
5535
1397322
5537
1305733
1130832
5286
5286
5286
5286
5286
37885
264144
40463
50990
219653
988480
281847
98861
40490
258981
152965
1897646
517384
1490168
559292
1149757
1162671
1162672
1162673
1162674
4932
131308
698492
90258
51139
5334
1314666
1314663
653667
402676
483514
27342
4896
314040
1036808
1529657
1410009
665079
1884260
933852
109899
692275
215467
1884257
2136033
578457
690234
936435
210430
93612
93612
89935
5365
1314777
467971
106016
133412
133412
133383
1302862
83679
33158
1202976
619300
68786
101115
645134
1340428
45794
1397324
5003
999809
365493
573729
101117
80388
73508
321614
765868
721885
183478
796026
48561
1912932
1400700
1904413
48568
48569
48571
279518
930992
222705
48586
48587
48589
254439
983144
1851187
1851185
1712513
13706
5094
441960
1131652
441959
1097556
82571
139407
161662
1882483
107832
101142
78915
1133049
370292
5541
319061
46453
1450529
1384585
1384583
1384584
35720
1506992
58915
1037660
1954214
58919
29910
4950
311114
1048955
5632
1111950
575983
160864
1391043
1140396
259368
2136021
526243
239206
154538
717944
71784
578456
390896
1356356
1117335
1042311
1186058
1220162
101201
703511
457529
452589
431241
413071
58853
398673
1196434
105714
983964
5544
47213
983965
40145
879819
64416
43433
51453
559305
1055551
663202
152316
1048519
42251
656061
1051891
156515
91625
41833
1883073
336963
2183100
111620
1128400
237631
1520773
1159556
152775
1314806
941530
5025
415593
27335
27337
85948
253628
706473
47058
47058
1299270
671144
318751
4927
45788
43439
81056
714311
301416
36058
1328760
37992
1940296
284591
4952
1213189
1080233
42210
160035
64656
5621
101122
4956
985147
1047168
985140
